书号_x0000__x0000_,商品名称_x0000__x0000__x0000__x0000_,定价名称,总订数称_x0000__x0000_,码洋数称,出版社称_x0000__x0000_,编码社称
9787020090266,读了又读的童话--外国卷68000000台台,32.00,4,128,人民文学0童话-,70200902600032000000
9787514807479,中国历史小故事（四）——中国孩子历史大讲堂台长论坛文集图书书版)命题预测试卷(小学部,28.00,4,112,少年儿童0故事（,75148074700028000000
9787500787181,家有儿女系列2--汉堡包与炸酱面0000堂台长论坛文集图书,10.00,4,40,中国少年0列2-,75007871800010000000
9787544240031,嗯嗯太郎5442,25.00,4,100,南海出版0442,75442400300025000000
9787544241557,圣诞夜收到的礼物41557500,16.80,4,67.2,南海出版0的礼物,75442415500016800000
9787532138883,安东尼奥尼猜想及其他8836800000,22.00,4,88,上海文艺0猜想及,75321388800022000000
9787514817140,昨日少年歌--儿童文学金牌作家书系000堂台长论坛文集图书书版),20.00,4,80,少年儿童0--儿,75148171400020000000
9787514814156,那时花开--2000-2013年全国儿童文学作品精粹童话卷书版)命题预测试卷(小学部分)_x0000__x0000__x0000_,18.00,4,72,少年儿童0-20,75148141500018000000
9787514808056,少年特种兵 海岛特种战系列1--海岛飞人文学作品精粹童话卷书版)命题预测,19.80,4,79.2,少年儿童0 海岛,75148080500019800000
9787514808254,45度的忧伤--儿童文学金牌作家书系00文学作品精粹童话卷书版),19.00,4,76,少年儿童0伤--,75148082500019000000
9787514816785,金波花瓣鱼故事图画书7859000000,25.00,4,100,少年儿童0故事图,75148167800025000000
9787514811162,时空侦探--梦幻亚特兰蒂斯5000000文学作品,15.00,4,60,少年儿童0-梦幻,75148111600015000000
9787514809442,命运的魔术师--儿童文学金牌作家书系00文学作品精粹童话卷书版)命题,21.00,4,84,少年儿童0师--,75148094400021000000
9787500790983,中华人物故事全书(彩色绘图)--千古名君文学作品精粹童话卷书版)命题预测,24.50,4,98,中国少年0事全书,75007909800024500010
9787514809671,茜茜来了--儿童文学伴侣14500010文学,10.00,4,40,少年儿童0-儿童,75148096700010000002
9787514808261,狮童--儿童文学伴侣26100000,10.00,4,40,少年儿童0童文学,75148082600010000000
9787514818543,鱼祖神珠4(漫画版)--中国卡通漫画书0文学作品精粹童话卷书版)命,12.00,4,48,少年儿童0(漫画,75148185400012000000
9787514814095,安徒生童话故事全集(全四册)000000文学作品精粹,238.00,4,952,少年儿童00事全,75148140900238000000
9787530456880,飞机--我最喜爱的交通工具系列00000文学作品精粹童话,12.00,4,48,北京科技0最喜爱,75304568800012000000
9787500791034,中华人物故事全书(彩色绘图)--文学大家文学作品精粹童话卷书版)命题预测,24.50,4,98,中国少年0事全书,75007910300024500020
9787500689478,自动自发--打造积极主动.高度责任感.高执行力.高凝聚力的团队)命题预测试卷(小学部分)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,25.00,4,100,中国青年0-打造,75006894700025000000
9787514822397,梦的花粉店1(漫画版)97500000,12.00,4,48,少年儿童01(漫,75148223900012000000
9787229077525,当花开在眼前--成长智慧主题000000执行力.高凝,18.80,4,75.2,重庆出版0前--,72290775200018800000
9787500721130,飞向梯弗利斯(珍藏本)--俄国著名童话0执行力.高凝聚力的团队)命题,58.00,4,232,中国少年0斯(珍,75007211300058000000
9787514819120,指尖上的精灵--儿童文学名家汇第二辑00执行力.高凝聚力的团队)命题,25.00,4,100,少年儿童0灵--,75148191200025000000
9787500791058,中华人物故事全书(彩色绘图)丹青妙手00执行力.高凝聚力的团队)命题,24.50,4,98,中国少年0事全书,75007910500024500020
9787530120729,校园对抗赛--开心学校幽默丛书00020执行力.高凝聚力,15.00,4,60,北京少儿0--开,75301207200015000000
9787500790990,中华人物故事全书[彩色绘图]--治国贤臣执行力.高凝聚力的团队)命题预测,24.50,4,98,中国少年0事全书,75007909900024500020
9787540568900,秀逗高校94056,10.00,4,40,新世纪004,75405689000010000000
9787514810417,劳拉的星星.睡前故事(全套八册)0000执行力.高凝聚力的,158.00,4,632,少年儿童00睡前,75148104100158000000
9787801878557,魔瞳之杖与剑187855,18.00,5,90,新世出版0剑18,H0100000000000261638
9787103033326,阿尔班.贝尔格--罗沃尔特音乐家传记丛书执行力.高凝聚力的团队)命题预测试,10.00,5,50,人民音乐0尔格-,H0100000000000118837
9787500126614,新编小学生注音看图作文(适用于二、三年级)--方洲红钻石的团队)命题预测试卷(小学部分)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,12.80,5,64,中国对外0注音看,75001266100012800000
9787500793847,红巾少年--儿童文学金牌作家书系0000)--方洲红钻石的团,22.00,5,110,中国少年0-儿童,75007938400022000000
9787514801156,中国航天之父钱学森115620000,22.00,5,110,少年儿童0父钱学,75148011500022000000
9787500799665,少年特种兵Ⅸ特战对抗6652000000,18.00,5,90,中国少年0Ⅸ特战,75007996600018000000
9787500792567,别样人生(科学家两极历险丛书卷三)--儿童文学金牌作家书系团队)命题预测试卷(小学部分)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,20.00,5,100,中国少年0科学家,75007925600020000000
9787500798729,梧桐街上的梅子--儿童文学金牌作家书系0童文学金牌作家书系团队)命题预测,19.00,5,95,中国少年0梅子-,75007987200019000000
9787514805871,儿童文学金牌作家书系(飞翔卷)--猫王II文学金牌作家书系团队)命题预测,19.00,5,95,少年儿童0牌作家,75148058700019000000
9787500799672,少年特种兵(VII)--特训游戏0000I文学金牌,18.00,5,90,中国少年0(VI,75007996700018000000
9787500797142,小王子--最能打动孩子心灵的世界经典童话I文学金牌作家书系团队)命题预测试卷,19.00,5,95,中国少年0最能打,75007971400019000000
9787500788133,少年特种兵1--零号谜团39000000I,18.00,5,90,中国少年01--,75007881300018000000
9787500794431,从课堂到奥数(初中数学培优竞赛讲座.七年级)--从课堂到奥数系列命题预测试卷(小学部分)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,22.00,5,110,中国少年0数(初,75007944300022000000
9787500751526,世界大人物丛书——贝多芬62000000级)--,9.50,5,47.5,中国少年物丛书—,75007515200009500000
9787500795018,青春做主——中国当代儿童文学原创之星00级)--从课堂到奥数系列命题预测,19.80,5,99,中国少年0—中国,75007950100019800000
9787544247467,又来了！鼠小弟的小背心679800000级),25.00,5,125,南海出版0小弟的,75442474600025000000
9787544241724,古利和古拉44241,12.00,5,60,南海出版0442,75442417200012000000
9787539169309,趣趣太阳岛--狮王和基因怪物000000级)--从课,10.00,5,50,21世纪0-,75391693000010000000
9787514809909,穿越楼兰古国2 谍影重重90000000级),14.00,5,70,少年儿童0国2 ,75148099000014000000
9787514814514,酷酷物理--野营地理的妙趣实验00000级)--从课堂到,14.00,5,70,少年儿童0-野营,75148145100014000000
9787514816242,洋葱头历险记--罗大里儿童文学全集000级)--从课堂到奥数系列,19.00,5,95,少年儿童0记--,75148162400019000000
9787500791003,中华人物故事全书(彩色美绘版)--兵圣名将)--从课堂到奥数系列命题预测试卷,24.50,5,122.5,中国少年0事全书,75007910000024500010
9787514822021,赫敏的仙踪林--儿童文学童书管00010将)--从课堂到,15.00,5,75,少年儿童0林--,75148220200015000000
9770257656145,儿童文学2014.3月号(09经典 10选萃)-从课堂到奥数系列命,16.00,5,80,少年儿童0014,02576561400016000020
9787534272943,潮妈的高财商宝贝养成日记36000020选萃)-,18.00,5,90,浙江少儿0商宝贝,75342729400018000000
9787514824469,猫的诱惑(13)(漫画书)8000000,12.00,5,60,少年儿童013),75148244600012000000
9787531822370,乌龙院大长篇漫画系列(卷二十二)0000选萃)-从课堂到奥数,13.80,5,69,黑美出版0篇漫画,75318223700013800000
9787536538191,绿野仙踪--宝宝最爱的经典童话00000选萃)-从课堂到,4.20,6,25.2,四川少儿--宝宝,H0100000000000228082
9787506340472,神厨小福贵663404,11.00,6,66,作家出版0663,H0100000000000208004
9787500120155,"英文诵读经典I--背诵优雅英文,启迪精彩人生)-从课堂到奥数系列命题预测试卷(小",18.00,6,108,中国对外0典I-,H0100000000000165563
9787500794776,奔向月球--丁丁历险记.埃及热65563人生)-从课堂,20.00,6,120,中国少年0-丁丁,75007947700020000000
9787500794530,丁丁历险记--黑金之国300000000,12.00,6,72,中国少年0--黑,75007945300012000000
9787500766834,漫画数学(最新版)--院士学术讲座专辑0人生)-从课堂到奥数系列命题,14.00,6,84,中国少年0最新版,75007668300014000000
9787500793397,闪闪的红星(美绘版)--共和国儿童文学金奖文库1949-2009命题预测试卷(小学部分)_x0000__x0000__x0000__x0000__x0000__x0000__x0000_,15.00,6,90,中国少年0(美绘,75007933900015000000
9787500797197,水孩子--最能打动孩子心灵的世界经典童话奖文库1949-2009命题预测试卷,25.00,6,150,中国少年0最能打,75007971900025000000
9787500797562,2009年全国优秀儿童文学精选集(美绘版)(童话散文卷)2009命题预测试卷(小学部分)_x0000__x0000__x0000__x0000_,25.00,6,150,中国少年0全国优,75007975600025000000
9787020092093,我亲爱的甜橙树(漫画版)35000000)(,39.00,6,234,人民文学0橙树(,70200920900039000000
9787539184890,你很重要--破译青少年健康成长密码000)(童话散文卷)2009,20.00,6,120,21世纪0-,75391848900020000000
9787539135137,我爱小黑猫--不一样的卡梅拉500000)(童话散文卷,6.80,6,40.8,21世纪猫-,75391351300006800000
9787514814040,美丽心灵--中国首部写给孩子的心理咨询小说(童话散文卷)2009命题预测试卷(小,18.00,6,108,少年儿童0-中国,75148140400018000000
9787514813708,洗澡时爱唱歌的小青蛙--张秋生童话000说(童话散文卷)2009,12.00,6,72,少年儿童0歌的小,75148137000012000000
9787514815207,流浪的方舟--燃烧的星球22000000说(童,20.00,6,120,少年儿童0--燃,75148152000020000000
9787514815764,中华人物故事全书美绘版--探险奇人000说(童话散文卷)2009,24.50,6,147,少年儿童0事全书,75148157600024500000
9787514810172,我和老爸的战争--儿童文学金牌作家书系0说(童话散文卷)2009命题预测,19.00,6,114,少年儿童0战争-,75148101700019000000
9787510424793,功夫派4--从倚天窟到凌霄阁000000说(童话散,16.00,6,96,新世界00-,75104247900016000000
9787515300993,结果第一--世界最高效组织的团队训练法则说(童话散文卷)2009命题预测试卷,33.00,6,198,中国青年0-世界,75153009900033000000
9770257656145,儿童文学2014.5月号(经典 选萃)0说(童话散文卷)2,16.00,6,96,少年儿童0014,02576561400016000070
9787514820805,小飞人卡尔松--卡尔松赴生日宴会0070说(童话散文卷)20,20.00,6,120,少年儿童0松--,75148208000020000000
9787514823820,青雕再舞--张永军作品.动物故事系列00说(童话散文卷)2009命,18.00,6,108,少年儿童0-张永,75148238200018000000
9787514825428,童年的故乡--远山5428800,17.00,6,102,少年儿童0--远,75148254200017000000
9787229058951,长篇小说 爱情万岁 上517000000,35.00,6,210,重庆出版0爱情万,72290589500035000000
9787500783107,张天翼儿童文学选集(宝葫芦的秘密)000说(童话散文卷)2009,19.00,7,133,中国少年0文学选,H0100000000000169153
9787500120100,快乐王子(英汉对照)--中译经典文库语文新课标必读文学名著(双语版)预测试卷(小学部分)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,18.00,7,126,中国对外0英汉对,H0100000000000165559
9787514803105,怪医杜立德全译本--世界儿童文学传世经典新课标必读文学名著(双语版)预测试卷,11.00,7,77,少年儿童0全译本,75148031000011000000
9787514802948,牛蹄窝的秘密--少年侦探系列000000新课标必读文,14.00,7,98,少年儿童0密--,75148029400014000002
9787500799009,阿笨猫全传--全国优秀儿童文学奖作品精粹新课标必读文学名著(双语版)预测试卷,18.00,7,126,中国少年0--全,75007990000018000002
9787514801187,笑容在阳光里--儿童文学金牌作家书系02新课标必读文学名著(双语版),20.00,7,140,少年儿童0里--,75148011800020000000
9787500784852,"骑着拖把的女巫--Hi,多米尔系列000新课标必读文学名著",10.00,7,70,中国少年0女巫-,75007848500010000000
9787500779834,小小描红本(数学)9834000,5.00,7,35,中国少年本(数学,75007798300005000010
9787500794103,"米欧,我的米欧794103",12.00,7,84,中国少年0米欧7,75007941000012000000
9787500793236,B我消灭A我--共和国儿童文学金奖文库1949-2009美绘版语版)预测试卷(小学部分)_x0000__x0000__x0000__x0000__x0000_,28.00,7,196,中国少年0我--,75007932300028000000
9787514807523,胡桃夹子5148,19.00,7,133,少年儿童0148,75148075200019000000
9787514811360,大草原上的小木屋11360900,18.00,7,126,少年儿童0小木屋,75148113600018000000
9787514812268,两个人的学校--儿童文学名家汇美文美绘第一辑9-2009美绘版语版)预测试卷(小学部,25.00,7,175,少年儿童0校--,75148122600025000000
9787514813517,猫的诱惑4(漫画版)5175000,12.00,7,84,少年儿童0(漫画,75148135100012000000
9787514812312,梦里游鱼--儿童文学名家汇2000000一辑9-,25.00,7,175,少年儿童0-儿童,75148123100025000000
9787514822601,中国历史报--隋唐五代十国5000000一辑9-,20.00,7,140,少年儿童0--隋,75148226000020000000
9787514824902,高四--儿童文学淘乐酷020000000,18.00,7,126,少年儿童0童文学,75148249000018000000
9787514821574,唐门少女4(漫画版)5748000,12.00,7,84,少年儿童0(漫画,75148215700012000000
9787550106628,[最新版]全能基础知识手册--高中物理0一辑9-2009美绘版语版),26.00,7,182,南方出版0全能基,75501066200026000000
9787500784142,"(含赠品)对不起,没关系(品德篇)--嘟嘟熊快乐大课堂丛书绘版语版)预测试卷(小学部分)_x0000__x0000__x0000__x0000__x0000__x0000__x0000_",11.50,8,92,中国少年0对不起,H0100000000000169209
9787500787952,小小它(美绘本)--童喜喜幽默新幻想嘭嘭嘭系列乐大课堂丛书绘版语版)预测试卷(小学部,15.00,8,120,中国少年0绘本),75007879500015000000
9787500791492,bobbi宝贝当哥哥了925000,6.30,8,50.4,中国少年i宝贝当,75007914900006300000
